fips, zone 1, zone 2, zone 3, zone 4, zone 5
12003040201, 1, 0, 0, 0, 0, 406.665430, 
12005000201, 0, 0, 0, 0, 1, 195.573270, 
12009062113, 0, 0, 0, 0, 1, 7.437969, 
12009069905, 0, 0, 0, 0, 1, 100.743582, 
12009071354, 0, 0, 0, 0, 1, 261.919429, 
12011980000, 0, 0, 1, 0, 1, 798.711142, 
12013010200, 0, 0, 0, 0, 1, 335.147918, 
12015010506, 0, 0, 0, 0, 1, 21.123954, 
12017451702, 0, 0, 0, 0, 1, 57.761782, 
12019980000, 0, 0, 0, 0, 1, 108.533503, 
12021011107, 0, 0, 0, 0, 2, 745.813515, 
12021011113, 0, 0, 0, 0, 1, 284.385428, 
12021011306, 0, 0, 0, 0, 1, 47.810478, 
12027010406, 0, 0, 0, 0, 1, 90.270600, 
12029970103, 0, 0, 0, 0, 1, 215.155259, 
12029970201, 0, 0, 0, 0, 1, 192.234367, 
12031014603, 0, 0, 0, 0, 1, 2.205849, 
12031017300, 0, 0, 0, 0, 1, 109.015457, 
12033002300, 0, 0, 0, 0, 1, 2.276174, 
12035060207, 0, 0, 0, 0, 1, 114.505935, 
12037970304, 0, 0, 0, 0, 1, 30.693850, 
12039020300, 0, 1, 0, 0, 0, 71.501989, 
12041950203, 1, 0, 0, 0, 0, 68.855248, 
12043000201, 0, 0, 1, 0, 0, 286.195904, 
12045960102, 0, 0, 0, 0, 1, 217.922329, 
12049970402, 0, 0, 1, 0, 0, 154.922675, 
12051000300, 0, 0, 1, 0, 0, 491.390588, 
12055961601, 0, 0, 1, 0, 0, 255.106420, 
12057010213, 0, 0, 0, 0, 1, 7.655854, 
12057013913, 0, 0, 0, 0, 1, 13.762987, 
12061050506, 0, 0, 0, 0, 1, 6.616591, 
12061050908, 0, 0, 0, 0, 1, 286.530013, 
12063211100, 1, 0, 0, 0, 0, 143.280606, 
12065250200, 0, 0, 0, 0, 1, 337.116287, 
12067960202, 1, 0, 0, 0, 0, 55.780122, 
12069030102, 0, 1, 0, 0, 0, 128.636963, 
12071001908, 0, 0, 0, 0, 1, 4.845207, 
12073002411, 0, 1, 0, 0, 0, 18.101816, 
12073002604, 0, 0, 0, 0, 1, 71.116909, 
12073002702, 0, 0, 0, 0, 1, 142.015745, 
12075970400, 0, 0, 0, 0, 1, 415.602723, 
12075970700, 0, 0, 0, 0, 1, 93.392848, 
12077950100, 0, 0, 0, 0, 2, 488.467065, 
12077950201, 0, 0, 0, 0, 1, 259.698064, 
12079110400, 1, 0, 0, 0, 0, 263.037809, 
12081001705, 0, 0, 0, 0, 1, 1.739594, 
12081002020, 0, 0, 0, 0, 1, 34.453210, 
12083000402, 0, 0, 0, 0, 1, 87.620324, 
12085001701, 0, 0, 0, 0, 1, 73.638051, 
12086010705, 0, 0, 0, 0, 1, 1.129197, 
12086011408, 0, 0, 0, 0, 1, 333.814498, 
12086011500, 0, 0, 0, 0, 2, 930.339042, 
12086981100, 0, 0, 0, 0, 1, 45.588194, 
12087971002, 0, 0, 0, 0, 1, 3.947069, 
12087980000, 0, 0, 0, 0, 2, 859.569843, 
12089050306, 0, 0, 0, 0, 1, 50.667819, 
12089050403, 0, 0, 0, 0, 1, 68.442284, 
12091020800, 0, 0, 0, 0, 1, 364.349653, 
12093910101, 0, 0, 0, 0, 1, 232.593796, 
12095016737, 0, 0, 0, 0, 1, 137.136004, 
12099007917, 0, 0, 0, 0, 1, 868.096448, 
12101030101, 0, 0, 0, 0, 1, 7.555849, 
12101031901, 1, 0, 0, 0, 0, 78.560105, 
12103020800, 0, 0, 0, 0, 1, 0.982237, 
12103027324, 0, 0, 0, 0, 1, 7.220496, 
12107950300, 0, 0, 0, 0, 1, 70.602031, 
12107951000, 0, 0, 0, 0, 1, 29.843917, 
12107951402, 0, 0, 0, 0, 1, 36.321454, 
12109020907, 0, 0, 0, 0, 1, 11.628910, 
12111380800, 0, 0, 0, 0, 1, 11.727968, 
12113010302, 0, 0, 0, 0, 1, 26.680307, 
12113010808, 0, 0, 0, 0, 1, 71.109823, 
12115002726, 0, 0, 0, 0, 1, 190.428668, 
12117021313, 0, 0, 0, 0, 1, 10.177435, 
12123950201, 0, 0, 0, 0, 1, 294.184856, 
12123950402, 0, 0, 0, 0, 2, 301.445382, 
12127083207, 0, 0, 0, 0, 1, 67.534148, 
12131950201, 0, 0, 0, 0, 1, 9.997015, 
12131950610, 0, 0, 0, 0, 1, 25.886904, 
12133970200, 0, 0, 0, 0, 1, 140.093485, 
